time,open,high,low,close,tick_volume,spread,real_volume
1688457600,1.09008,1.09012,1.08943,1.08952,828,0,0
1688461200,1.08952,1.09148,1.0895,1.09148,2421,0,0
1688464800,1.09148,1.09148,1.08963,1.0903,3025,0,0
1688468400,1.0903,1.09046,1.08921,1.08956,2309,0,0
1688472000,1.08956,1.0903100000000001,1.08942,1.08986,1826,0,0
1688475600,1.08986,1.09039,1.08956,1.08961,2025,0,0
1688479200,1.08961,1.09022,1.08897,1.08983,2056,0,0
1688482800,1.08983,1.09013,1.08938,1.09007,1990,0,0
1688486400,1.09006,1.09013,1.08962,1.08999,2218,0,0
1688490000,1.09,1.0907499999999999,1.08983,1.09019,2471,0,0
1688493600,1.09019,1.09028,1.08965,1.09011,1881,0,0
1688497200,1.09012,1.0901399999999999,1.0892,1.08945,1101,0,0
1688500800,1.08946,1.08973,1.08929,1.08939,469,0,0
1688504400,1.08938,1.08961,1.08867,1.08876,375,0,0
1688508000,1.08876,1.08879,1.08805,1.08834,672,0,0
1688511600,1.08832,1.08835,1.08767,1.08784,662,0,0
1688515200,1.0879,1.08813,1.0875,1.08792,287,14,0
1688518800,1.08792,1.08816,1.08767,1.08805,437,2,0
1688522400,1.08802,1.08833,1.08793,1.08824,729,0,0
1688526000,1.08825,1.08905,1.08825,1.08868,1247,0,0
1688529600,1.08867,1.08871,1.08764,1.0877,1383,0,0
1688533200,1.08771,1.08783,1.08749,1.08781,867,0,0
1688536800,1.08781,1.08792,1.08751,1.08774,697,0,0
1688540400,1.08774,1.08776,1.08751,1.08759,459,0,0
1688544000,1.08759,1.0884,1.08679,1.08815,1313,0,0
1688547600,1.08815,1.0889,1.08715,1.08827,2292,0,0
1688551200,1.08828,1.09079,1.08823,1.08867,5140,0,0
1688554800,1.08865,1.08942,1.08664,1.08881,5800,0,0
1688558400,1.0888,1.08957,1.08755,1.08943,3347,0,0
1688562000,1.08943,1.0895,1.08774,1.08782,2461,0,0
1688565600,1.08782,1.08824,1.08755,1.08792,2459,0,0
1688569200,1.08792,1.09021,1.08757,1.08943,4569,0,0
