Order_Type,Volume,Open_Price,Close_Price,Stop_Loss,Take_Profit,Outcome
Sell,2.0,1.09545,1.0956,1.10545,1.08545,Profit
Sell,2.0,1.09555,1.09566,1.10555,1.08555,Profit
Sell,2.0,1.09561,1.0956,1.10561,1.08561,Loss
Sell,2.0,1.09555,1.09564,1.10555,1.08555,Profit
Sell,2.0,1.09558,1.09565,1.10558,1.08558,Profit
Sell,2.0,1.09561,1.09564,1.10561,1.08561,Profit
Sell,2.0,1.0956,1.09572,1.1056,1.0856,Profit
Sell,2.0,1.0957,1.09566,1.1057,1.0856999999999999,Loss
Sell,2.0,1.0956,1.09554,1.1056,1.0856,Loss
Sell,2.0,1.09554,1.09563,1.10554,1.08554,Profit
Sell,2.0,1.09559,1.09566,1.10559,1.08559,Profit
Sell,2.0,1.0956,1.0956,1.1056,1.0856,Loss
Sell,2.0,1.0956,1.09565,1.1056,1.0856,Profit
Sell,2.0,1.0956,1.09564,1.1056,1.0856,Profit
Sell,2.0,1.0956,1.09564,1.1056,1.0856,Profit
Sell,2.0,1.0956,1.09568,1.1056,1.0856,Profit
Sell,2.0,1.09564,1.09569,1.10564,1.08564,Profit
Sell,2.0,1.09565,1.09575,1.10565,1.08565,Profit
Sell,2.0,1.09569,1.09565,1.10569,1.08569,Loss
Sell,2.0,1.09556,1.09556,1.10556,1.08556,Loss
Sell,2.0,1.09551,1.09551,1.10551,1.08551,Loss
Sell,2.0,1.09545,1.0955,1.10545,1.08545,Profit
Sell,2.0,1.09546,1.09552,1.10546,1.08546,Profit
Sell,2.0,1.09547,1.09541,1.10547,1.08547,Loss
Sell,2.0,1.09538,1.0954,1.10538,1.08538,Profit
Sell,2.0,1.09534,1.09545,1.10534,1.08534,Profit
Sell,2.0,1.09541,1.09544,1.10541,1.08541,Profit
Sell,2.0,1.0954,1.09544,1.1054,1.0854,Profit
Sell,2.0,1.09537,1.0956,1.10537,1.08537,Profit
Sell,2.0,1.09556,1.09559,1.10556,1.08556,Profit
Sell,2.0,1.09555,1.09551,1.10555,1.08555,Loss
Sell,2.0,1.09547,1.09549,1.10547,1.08547,Profit
Sell,2.0,1.09543,1.0955,1.10543,1.08543,Profit
Sell,2.0,1.09546,1.09561,1.10546,1.08546,Profit
Sell,2.0,1.09559,1.09582,1.10559,1.08559,Profit
Sell,2.0,1.0958,1.09569,1.1058000000000001,1.0858,Loss
Sell,2.0,1.09565,1.09581,1.10565,1.08565,Profit
Sell,2.0,1.09577,1.09576,1.10577,1.08577,Loss
