ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id,outcome,formatted_type,Cumulative_Profit_Loss
51673514966,51705579719,2024-10-16 10:18:37,1729073917443,1,0,234000,51705579719,3,2.0,1.08821,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-78.0
51673515266,51705580020,2024-10-16 10:18:44,1729073924561,0,1,234000,51705579719,4,2.0,1.08826,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08826],,loss,buy,-88.0
51673516379,51705581133,2024-10-16 10:19:08,1729073948134,1,0,234000,51705581133,3,2.0,1.08821,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-88.0
51673517645,51705582414,2024-10-16 10:19:27,1729073967301,0,1,234000,51705581133,4,2.0,1.08826,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08826],,loss,buy,-98.0
51673518154,51705582933,2024-10-16 10:19:38,1729073978924,1,0,234000,51705582933,3,2.0,1.08822,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-98.0
51673518485,51705583265,2024-10-16 10:19:41,1729073981546,0,1,234000,51705582933,4,2.0,1.08827,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08827],,loss,buy,-108.0
51673519828,51705584594,2024-10-16 10:20:10,1729074010191,1,0,234000,51705584594,3,2.0,1.08837,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-108.0
51673521547,51705586285,2024-10-16 10:20:40,1729074040335,0,1,234000,51705584594,3,2.0,1.08839,0.0,0.0,-4.0,0.0,EURUSD,Python script cl,,loss,buy,-112.0
51673521587,51705586321,2024-10-16 10:20:40,1729074040888,1,0,234000,51705586321,3,2.0,1.08835,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-112.0
51673521701,51705586423,2024-10-16 10:20:42,1729074042517,0,1,234000,51705586321,4,2.0,1.0884,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08840],,loss,buy,-122.0
51673523584,51705588257,2024-10-16 10:21:12,1729074072715,1,0,234000,51705588257,3,2.0,1.08837,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-122.0
51673525097,51705589771,2024-10-16 10:21:42,1729074102884,0,1,234000,51705588257,3,2.0,1.08834,0.0,0.0,6.0,0.0,EURUSD,Python script cl,,profit,buy,-116.0
51673525106,51705589780,2024-10-16 10:21:43,1729074103491,1,0,234000,51705589780,3,2.0,1.0883,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-116.0
51673525111,51705589785,2024-10-16 10:21:43,1729074103785,0,1,234000,51705589780,4,2.0,1.08835,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08835],,loss,buy,-126.0
51673526338,51705591031,2024-10-16 10:22:14,1729074134383,1,0,234000,51705591031,3,2.0,1.08824,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-126.0
51673526390,51705591083,2024-10-16 10:22:15,1729074135824,0,1,234000,51705591031,4,2.0,1.08829,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08829],,loss,buy,-136.0
51673527676,51705592377,2024-10-16 10:22:45,1729074165150,1,0,234000,51705592377,3,2.0,1.08827,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-136.0
51673529380,51705594059,2024-10-16 10:23:15,1729074195295,0,1,234000,51705592377,3,2.0,1.08821,0.0,0.0,12.0,0.0,EURUSD,Python script cl,,profit,buy,-124.0
51673529445,51705594124,2024-10-16 10:23:15,1729074195887,1,0,234000,51705594124,3,2.0,1.08817,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-124.0
51673532028,51705596582,2024-10-16 10:23:46,1729074226182,0,1,234000,51705594124,3,2.0,1.08817,0.0,0.0,0.0,0.0,EURUSD,Python script cl,,no profit/loss,buy,-124.0
51673532069,51705596625,2024-10-16 10:23:46,1729074226912,1,0,234000,51705596625,3,2.0,1.08813,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-124.0
51673532266,51705596826,2024-10-16 10:23:50,1729074230357,0,1,234000,51705596625,4,2.0,1.08818,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08818],,loss,buy,-134.0
51673552770,51705617394,2024-10-16 10:29:25,1729074565017,0,0,234000,51705617394,3,2.0,1.08829,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-134.0
51673552821,51705617448,2024-10-16 10:29:26,1729074566868,1,1,234000,51705617394,4,2.0,1.08824,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08824],,loss,sell,-144.0
51673553992,51705618631,2024-10-16 10:29:55,1729074595594,0,0,234000,51705618631,3,2.0,1.08834,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-144.0
51673554190,51705618855,2024-10-16 10:30:00,1729074600784,1,1,234000,51705618631,4,2.0,1.08829,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08829],,loss,sell,-154.0
51673555259,51705619920,2024-10-16 10:30:26,1729074626219,0,0,234000,51705619920,3,2.0,1.08835,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-154.0
51673555447,51705620109,2024-10-16 10:30:30,1729074630335,1,1,234000,51705619920,4,2.0,1.0883,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08830],,loss,sell,-164.0
51673556795,51705621467,2024-10-16 10:30:56,1729074656965,0,0,234000,51705621467,3,2.0,1.08832,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-164.0
51673556853,51705621527,2024-10-16 10:30:59,1729074659864,1,1,234000,51705621467,4,2.0,1.08827,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08827],,loss,sell,-174.0
51673558105,51705622792,2024-10-16 10:31:27,1729074687700,0,0,234000,51705622792,3,2.0,1.08837,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-174.0
51673558114,51705622801,2024-10-16 10:31:28,1729074688099,1,1,234000,51705622792,4,2.0,1.08832,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08832],,loss,sell,-184.0
51673559779,51705624472,2024-10-16 10:31:58,1729074718393,0,0,234000,51705624472,3,2.0,1.08829,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-184.0
51673561386,51705626085,2024-10-16 10:32:29,1729074749330,1,1,234000,51705624472,3,2.0,1.0883,0.0,0.0,2.0,0.0,EURUSD,Python script cl,,profit,sell,-182.0
51673561424,51705626122,2024-10-16 10:32:30,1729074750005,0,0,234000,51705626122,3,2.0,1.08834,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-182.0
51673561437,51705626135,2024-10-16 10:32:30,1729074750272,1,1,234000,51705626122,4,2.0,1.08829,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08829],,loss,sell,-192.0
51673563286,51705627952,2024-10-16 10:33:00,1729074780607,0,0,234000,51705627952,3,2.0,1.08834,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-192.0
51673563634,51705628304,2024-10-16 10:33:07,1729074787624,1,1,234000,51705627952,4,2.0,1.08829,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08829],,loss,sell,-202.0
51673565308,51705629985,2024-10-16 10:33:31,1729074811177,0,0,234000,51705629985,3,2.0,1.08819,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-202.0
51673566719,51705631398,2024-10-16 10:34:01,1729074841350,1,1,234000,51705629985,3,2.0,1.08825,0.0,0.0,12.0,0.0,EURUSD,Python script cl,,profit,sell,-190.0
51673566749,51705631428,2024-10-16 10:34:02,1729074842165,0,0,234000,51705631428,3,2.0,1.0883,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-190.0
51673567165,51705631840,2024-10-16 10:34:09,1729074849617,1,1,234000,51705631428,4,2.0,1.08825,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08825],,loss,sell,-200.0
51673568365,51705633053,2024-10-16 10:34:32,1729074872801,0,0,234000,51705633053,3,2.0,1.08828,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-200.0
51673568890,51705633587,2024-10-16 10:34:40,1729074880752,1,1,234000,51705633053,4,2.0,1.08823,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08823],,loss,sell,-210.0
51673569875,51705634578,2024-10-16 10:35:03,1729074903461,0,0,234000,51705634578,3,2.0,1.0882,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-210.0
51673570100,51705634809,2024-10-16 10:35:08,1729074908161,1,1,234000,51705634578,4,2.0,1.08815,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08815],,loss,sell,-220.0
51673571101,51705635831,2024-10-16 10:35:34,1729074934186,0,0,234000,51705635831,3,2.0,1.08829,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-220.0
51673571162,51705635894,2024-10-16 10:35:35,1729074935920,1,1,234000,51705635831,4,2.0,1.08824,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08824],,loss,sell,-230.0
51673572777,51705637492,2024-10-16 10:36:04,1729074964807,0,0,234000,51705637492,3,2.0,1.08835,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-230.0
51673572787,51705637502,2024-10-16 10:36:05,1729074965131,1,1,234000,51705637492,4,2.0,1.0883,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08830],,loss,sell,-240.0
51673574237,51705638973,2024-10-16 10:36:35,1729074995423,0,0,234000,51705638973,3,2.0,1.08836,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-240.0
51673574252,51705638988,2024-10-16 10:36:36,1729074996174,1,1,234000,51705638973,4,2.0,1.0883099999999999,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08831],,loss,sell,-250.0
51673575191,51705639938,2024-10-16 10:37:06,1729075026306,0,0,234000,51705639938,3,2.0,1.08821,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-250.0
51673576335,51705641094,2024-10-16 10:37:36,1729075056642,1,1,234000,51705639938,3,2.0,1.0883,0.0,0.0,18.0,0.0,EURUSD,Python script cl,,profit,sell,-232.0
51673576365,51705641125,2024-10-16 10:37:37,1729075057263,0,0,234000,51705641125,3,2.0,1.08834,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-232.0
51673576560,51705641319,2024-10-16 10:37:40,1729075060458,1,1,234000,51705641125,4,2.0,1.08829,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08829],,loss,sell,-242.0
51673577887,51705642658,2024-10-16 10:38:07,1729075087879,0,0,234000,51705642658,3,2.0,1.08843,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-242.0
51673577942,51705642713,2024-10-16 10:38:08,1729075088657,1,1,234000,51705642658,4,2.0,1.08838,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08838],,loss,sell,-252.0
51673579175,51705643932,2024-10-16 10:38:38,1729075118602,0,0,234000,51705643932,3,2.0,1.08833,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-252.0
51673579213,51705643968,2024-10-16 10:38:39,1729075119115,1,1,234000,51705643932,4,2.0,1.08828,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08828],,loss,sell,-262.0
51673580883,51705645648,2024-10-16 10:39:09,1729075149349,0,0,234000,51705645648,3,2.0,1.08821,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-262.0
51673581231,51705646002,2024-10-16 10:39:15,1729075155958,1,1,234000,51705645648,4,2.0,1.08816,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08816],,loss,sell,-272.0
51673650693,51705715420,2024-10-16 11:01:13,1729076473612,1,0,234000,51705715420,3,2.0,1.0882,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-272.0
51673650808,51705715543,2024-10-16 11:01:16,1729076476853,0,1,234000,51705715420,4,2.0,1.08825,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08825],,loss,buy,-282.0
51673651927,51705716678,2024-10-16 11:01:44,1729076504278,1,0,234000,51705716678,3,2.0,1.0882,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-282.0
51673652084,51705716834,2024-10-16 11:01:47,1729076507807,0,1,234000,51705716678,4,2.0,1.08825,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08825],,loss,buy,-292.0
51673654004,51705718660,2024-10-16 11:02:15,1729076535685,1,0,234000,51705718660,3,2.0,1.0881,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-292.0
51673654028,51705718683,2024-10-16 11:02:16,1729076536051,0,1,234000,51705718660,4,2.0,1.08815,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08815],,loss,buy,-302.0
51673655600,51705720235,2024-10-16 11:02:46,1729076566326,1,0,234000,51705720235,3,2.0,1.08815,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-302.0
51673655638,51705720272,2024-10-16 11:02:47,1729076567199,0,1,234000,51705720235,4,2.0,1.0882,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08820],,loss,buy,-312.0
51673656904,51705721544,2024-10-16 11:03:17,1729076597086,1,0,234000,51705721544,3,2.0,1.08816,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-312.0
51673657025,51705721669,2024-10-16 11:03:19,1729076599133,0,1,234000,51705721544,4,2.0,1.08821,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08821],,loss,buy,-322.0
51673658695,51705723333,2024-10-16 11:03:47,1729076627700,1,0,234000,51705723333,3,2.0,1.08809,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-322.0
51673658855,51705723491,2024-10-16 11:03:49,1729076629267,0,1,234000,51705723333,4,2.0,1.08814,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08814],,loss,buy,-332.0
51673660596,51705725238,2024-10-16 11:04:18,1729076658283,1,0,234000,51705725238,3,2.0,1.08815,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-332.0
51673661906,51705726575,2024-10-16 11:04:48,1729076688892,1,0,234000,51705726575,3,2.0,1.08811,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-332.0
51673662077,51705726754,2024-10-16 11:04:53,1729076693934,0,1,234000,51705726575,4,2.0,1.08816,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08816],,loss,buy,-342.0
51673663104,51705727714,2024-10-16 11:05:06,1729076706949,0,1,234000,51705725238,4,2.0,1.0882,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08820],,loss,buy,-352.0
51673663701,51705728318,2024-10-16 11:05:19,1729076719539,1,0,234000,51705728318,3,2.0,1.08811,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-352.0
51673665365,51705730076,2024-10-16 11:05:50,1729076750135,1,0,234000,51705730076,3,2.0,1.08806,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-352.0
51673665623,51705730344,2024-10-16 11:05:53,1729076753097,0,1,234000,51705730076,4,2.0,1.08811,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08811],,loss,buy,-362.0
51673666781,51705731606,2024-10-16 11:06:20,1729076780707,1,0,234000,51705731606,3,2.0,1.08805,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-362.0
51673666821,51705731642,2024-10-16 11:06:21,1729076781448,0,1,234000,51705731606,4,2.0,1.0881,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08810],,loss,buy,-372.0
51673668169,51705733014,2024-10-16 11:06:51,1729076811407,1,0,234000,51705733014,3,2.0,1.08809,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-372.0
51673668177,51705733022,2024-10-16 11:06:51,1729076811659,0,1,234000,51705733014,4,2.0,1.08814,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08814],,loss,buy,-382.0
51673668952,51705733813,2024-10-16 11:07:14,1729076834890,0,1,234000,51705728318,4,2.0,1.08816,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08816],,loss,buy,-392.0
51673669247,51705734107,2024-10-16 11:07:22,1729076842052,1,0,234000,51705734107,3,2.0,1.08809,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-392.0
51673669379,51705734239,2024-10-16 11:07:23,1729076843117,0,1,234000,51705734107,4,2.0,1.08814,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08814],,loss,buy,-402.0
51673670883,51705735682,2024-10-16 11:07:52,1729076872633,1,0,234000,51705735682,3,2.0,1.08813,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-402.0
51673671217,51705736026,2024-10-16 11:08:00,1729076880278,0,1,234000,51705735682,4,2.0,1.08818,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08818],,loss,buy,-412.0
51673672761,51705737593,2024-10-16 11:08:23,1729076903226,1,0,234000,51705737593,3,2.0,1.08829,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-412.0
51673672999,51705737835,2024-10-16 11:08:27,1729076907073,0,1,234000,51705737593,4,2.0,1.08834,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08834],,loss,buy,-422.0
51673674949,51705739789,2024-10-16 11:08:53,1729076933926,1,0,234000,51705739789,3,2.0,1.08829,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-422.0
51673675049,51705739892,2024-10-16 11:08:56,1729076936111,0,1,234000,51705739789,4,2.0,1.08834,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08834],,loss,buy,-432.0
51673676959,51705741807,2024-10-16 11:09:24,1729076964594,1,0,234000,51705741807,3,2.0,1.08828,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-432.0
51673676994,51705741843,2024-10-16 11:09:25,1729076965748,0,1,234000,51705741807,4,2.0,1.08833,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08833],,loss,buy,-442.0
51673678884,51705743733,2024-10-16 11:09:55,1729076995257,1,0,234000,51705743733,3,2.0,1.08825,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-442.0
51673679105,51705743956,2024-10-16 11:10:00,1729077000508,0,1,234000,51705743733,4,2.0,1.0883,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08830],,loss,buy,-452.0
51673680151,51705745016,2024-10-16 11:10:25,1729077025835,1,0,234000,51705745016,3,2.0,1.08819,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-452.0
51673680305,51705745171,2024-10-16 11:10:31,1729077031317,0,1,234000,51705745016,4,2.0,1.08824,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08824],,loss,buy,-462.0
51673681495,51705746374,2024-10-16 11:10:56,1729077056460,1,0,234000,51705746374,3,2.0,1.08828,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,sell,-462.0
51673681670,51705746551,2024-10-16 11:11:00,1729077060651,0,1,234000,51705746374,4,2.0,1.08833,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08833],,loss,buy,-472.0
51673690474,51705755276,2024-10-16 11:14:29,1729077269508,0,0,234000,51705755276,3,2.0,1.08804,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-472.0
51673690681,51705755466,2024-10-16 11:14:33,1729077273176,1,1,234000,51705755276,4,2.0,1.08799,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08799],,loss,sell,-482.0
51673692450,51705757058,2024-10-16 11:15:00,1729077300195,0,0,234000,51705757058,3,2.0,1.08796,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-482.0
51673692544,51705757159,2024-10-16 11:15:01,1729077301193,1,1,234000,51705757058,4,2.0,1.08791,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08791],,loss,sell,-492.0
51673693955,51705758581,2024-10-16 11:15:30,1729077330872,0,0,234000,51705758581,3,2.0,1.08795,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-492.0
51673694018,51705758646,2024-10-16 11:15:32,1729077332637,1,1,234000,51705758581,4,2.0,1.0879,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08790],,loss,sell,-502.0
51673695256,51705759891,2024-10-16 11:16:01,1729077361626,0,0,234000,51705759891,3,2.0,1.08798,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-502.0
51673695296,51705759929,2024-10-16 11:16:02,1729077362782,1,1,234000,51705759891,4,2.0,1.08793,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08793],,loss,sell,-512.0
51673696958,51705761616,2024-10-16 11:16:32,1729077392286,0,0,234000,51705761616,3,2.0,1.08791,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-512.0
51673696976,51705761634,2024-10-16 11:16:32,1729077392538,1,1,234000,51705761616,4,2.0,1.08786,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08786],,loss,sell,-522.0
51673698309,51705762990,2024-10-16 11:17:03,1729077423711,0,0,234000,51705762990,3,2.0,1.08791,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-522.0
51673698337,51705763018,2024-10-16 11:17:04,1729077424832,1,1,234000,51705762990,4,2.0,1.08786,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08786],,loss,sell,-532.0
51673699319,51705764004,2024-10-16 11:17:34,1729077454962,0,0,234000,51705764004,3,2.0,1.08794,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-532.0
51673699377,51705764064,2024-10-16 11:17:36,1729077456760,1,1,234000,51705764004,4,2.0,1.08789,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08789],,loss,sell,-542.0
51673700876,51705765536,2024-10-16 11:18:06,1729077486457,0,0,234000,51705765536,3,2.0,1.08799,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-542.0
51673702094,51705766765,2024-10-16 11:18:27,1729077507014,1,1,234000,51705765536,4,2.0,1.08794,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08794],,loss,sell,-552.0
51673702537,51705767203,2024-10-16 11:18:37,1729077517254,0,0,234000,51705767203,3,2.0,1.08799,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-552.0
51673702829,51705767498,2024-10-16 11:18:44,1729077524651,1,1,234000,51705767203,4,2.0,1.08794,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08794],,loss,sell,-562.0
51673703711,51705768392,2024-10-16 11:19:07,1729077547896,0,0,234000,51705768392,3,2.0,1.08799,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-562.0
51673703759,51705768444,2024-10-16 11:19:10,1729077550169,1,1,234000,51705768392,4,2.0,1.08794,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08794],,loss,sell,-572.0
51673704570,51705769271,2024-10-16 11:19:38,1729077578509,0,0,234000,51705769271,3,2.0,1.08799,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-572.0
51673704919,51705769617,2024-10-16 11:19:47,1729077587122,1,1,234000,51705769271,4,2.0,1.08794,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08794],,loss,sell,-582.0
51673705564,51705770268,2024-10-16 11:20:09,1729077609745,0,0,234000,51705770268,3,2.0,1.0879,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-582.0
51673705734,51705770438,2024-10-16 11:20:15,1729077615353,1,1,234000,51705770268,4,2.0,1.08785,0.0,0.0,-10.0,0.0,EURUSD,[sl 1.08785],,loss,sell,-592.0
51673706991,51705771698,2024-10-16 11:20:40,1729077640372,0,0,234000,51705771698,3,2.0,1.0878700000000001,0.0,0.0,0.0,0.0,EURUSD,Python script op,,no profit/loss,buy,-592.0
