ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id,outcome,formatted_type,Cumulative_Profit_Loss
51704393908,51736828829,2024-10-25 15:30:00,1729870200173,1,1,234000,51736814900,4,10.0,1.0824,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08240],,loss,sell,-4180.0
51704393910,51736828830,2024-10-25 15:30:00,1729870200174,1,1,234000,51736816952,4,10.0,1.08243,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08243],,loss,sell,-4330.0
51704394825,51736829689,2024-10-25 15:30:10,1729870210354,0,0,234000,51736829689,3,10.0,1.08245,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,buy,-4330.0
51704395312,51736830173,2024-10-25 15:30:14,1729870214754,1,1,234000,51736829689,4,10.0,1.0823,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08230],,loss,sell,-4480.0
51704398111,51736832954,2024-10-25 15:30:40,1729870240808,0,0,234000,51736832954,3,10.0,1.08229,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,buy,-4480.0
51704401162,51736836094,2024-10-25 15:31:11,1729870271327,1,0,234000,51736836094,3,10.0,1.08236,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,sell,-4480.0
51704403163,51736838102,2024-10-25 15:31:38,1729870298369,1,1,234000,51736832954,5,10.0,1.08239,0.0,0.0,100.0,0.0,EURUSD,[tp 1.08239],,profit,sell,-4380.0
51704403200,51736838138,2024-10-25 15:31:38,1729870298867,0,1,234000,51736836094,4,10.0,1.08251,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08251],,loss,buy,-4530.0
51704403537,51736838458,2024-10-25 15:31:41,1729870301914,1,0,234000,51736838458,3,10.0,1.08245,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,sell,-4530.0
51704404176,51736839100,2024-10-25 15:31:49,1729870309771,0,1,234000,51736838458,4,10.0,1.0826,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08260],,loss,buy,-4680.0
51704406752,51736841684,2024-10-25 15:32:12,1729870332437,1,0,234000,51736841684,3,10.0,1.08269,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,sell,-4680.0
51704409093,51736844055,2024-10-25 15:32:42,1729870362879,1,0,234000,51736844055,3,10.0,1.0826500000000001,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,sell,-4680.0
51704410393,51736845380,2024-10-25 15:32:55,1729870375376,0,1,234000,51736844055,4,10.0,1.0828,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08280],,loss,buy,-4830.0
51704410843,51736845834,2024-10-25 15:33:00,1729870380370,0,1,234000,51736841684,4,10.0,1.08284,0.0,0.0,-150.0,0.0,EURUSD,[sl 1.08284],,loss,buy,-4980.0
51704411798,51736846786,2024-10-25 15:33:13,1729870393332,0,0,234000,51736846786,3,10.0,1.0829,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,buy,-4980.0
51704414195,51736849219,2024-10-25 15:33:43,1729870423797,0,0,234000,51736849219,3,10.0,1.08287,0.0,0.0,0.0,0.0,EURUSD,Automated trade,,no profit/loss,buy,-4980.0
