time,open,high,low,close,Returns,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,Momentum,Volatility,ROC_5,Price_Change,Lag_1,Cumulative_Returns,Signal,MA_Signal,Final_Signal,Strategy_Returns,Portfolio_Value,Drawdown
2024-11-29 00:46:00,1.05542,1.05553,1.0554,1.0554,-0.0001231608765266401,1.055278,1.055249,1.055215,1.0553156848236924,1.0552747231935868,0.00017000000000000348,0.00030950175912793207,0.0001611023189256322,-0.0001231608765266401,1.05553,0.0005972866122472276,1.06455,1,1.06455,-0.00013111091110643472,1.0003530370042268,-0.0001311109111063121
2024-11-29 00:47:00,1.05535,1.05535,1.05531,1.05532,-7.580064430534605e-05,1.055294,1.055258,1.0552264999999998,1.055317123215795,1.0552829553402074,8.000000000008001e-05,0.00031339606336699293,7.581213752327898e-05,-7.580064430534605e-05,1.0554,0.0005214406932319005,1.06455,1,1.06455,-8.069357589525615e-05,1.0002723149405133,-0.00021179390719332914
2024-11-29 00:48:00,1.05532,1.05546,1.0553,1.05546,0.0001326611833378788,1.055334,1.0552810000000001,1.0552454999999998,1.05536474881053,1.0553151452783516,0.00019999999999997797,0.000317830624073136,0.00018952675170091915,0.0001326611833378788,1.05532,0.0006541710515091115,1.06455,1,1.06455,0.0001412244627223389,1.0004135778607668,-7.059935495173023e-05
2024-11-29 00:49:00,1.05546,1.05548,1.05546,1.05548,1.8949083811614642e-05,1.0554379999999999,1.0553029999999999,1.0552655000000002,1.0554031658736867,1.0553451188641059,0.000520000000000076,0.00026561300515027966,0.0004929096837795743,1.8949083811614642e-05,1.05546,0.0006731325312627767,1.06455,1,1.06455,2.017224717165437e-05,1.0004337584507332,-5.042853192775523e-05
2024-11-29 00:50:00,1.05548,1.05549,1.05538,1.05549,9.47436237552779e-06,1.05543,1.055337,1.055282,1.0554321105824578,1.0553714608888138,-4.0000000000040004e-05,9.833009240465087e-05,-3.789565431588926e-05,9.47436237552779e-06,1.05548,0.0006826132711399424,1.06455,1,1.06455,1.008593246686811e-05,1.0004438487580585,-4.0343108079724684e-05
2024-11-29 00:51:00,1.05549,1.05549,1.05542,1.05546,-2.8422817838102965e-05,1.055442,1.0553599999999999,1.0552945,1.055441407054972,1.0553875589090296,6.000000000017103e-05,7.738665366859666e-05,5.6850483229231585e-05,-2.8422817838102965e-05,1.05549,0.0006541710515091115,1.06455,1,1.06455,-3.0257510729552514e-05,1.0004135778175702,-7.059939812738153e-05
2024-11-29 00:52:00,1.05546,1.05547,1.05546,1.05546,0.0,1.0554700000000001,1.055382,1.0553095000000001,1.0554476047033148,1.0554007300164787,0.000140000000000029,6.191899184050008e-05,0.0001326611833378788,0.0,1.05546,0.0006541710515091115,1.06455,1,1.06455,0.0,1.0004135778175702,-7.059939812738153e-05
2024-11-29 00:53:00,1.05546,1.05546,1.05507,1.05546,0.0,1.0554700000000001,1.0554020000000002,1.0553225,1.0554517364688767,1.055411506377119,0.0,1.7724896991953806e-05,0.0,0.0,1.05546,0.0006541710515091115,1.06455,1,1.06455,0.0,1.0004135778175702,-7.059939812738153e-05
2024-11-29 00:54:00,1.05546,1.05546,1.05546,1.05546,0.0,1.0554660000000002,1.055452,1.055335,1.0554544909792511,1.055420323399461,-1.999999999990898e-05,1.43684665448111e-05,-1.8948724750722512e-05,0.0,1.05546,0.0006541710515091115,1.06455,1,1.06455,0.0,1.0004135778175702,-7.059939812738153e-05
2024-11-29 00:55:00,1.05546,1.05546,1.05511,1.05511,-0.0003316089667064759,1.05539,1.05541,1.055325,1.0553396606528342,1.0553639009631954,-0.00038000000000004697,0.00014564321662673127,-0.0003600223592834517,-0.0003316089667064759,1.05546,0.00032234515581630596,1.06455,1,1.06455,-0.00035301432550737894,1.0000604174931684,-0.0004235888010359582
2024-11-29 00:56:00,1.05511,1.05512,1.05505,1.05505,-5.686610874688913e-05,1.055308,1.0553750000000002,1.055312,1.0552431071018895,1.0553068280607962,-0.00041000000000002146,0.00014406221249381308,-0.0003884562181418749,-5.686610874688913e-05,1.05511,0.0002654607165546441,1.06455,-1,-1.06455,6.053681606650083e-05,1.0001209579667176,-0.0003630776276867678
2024-11-29 00:57:00,1.05506,1.05506,1.05505,1.05506,9.478223780945427e-06,1.055228,1.055349,1.0553035000000002,1.0551820714012599,1.0552619502315606,-0.00039999999999995595,0.0001453963334601927,-0.0003789816762359566,9.478223780945427e-06,1.05505,0.00027494145643158774,1.06455,-1,-1.06455,-1.0090043126005456e-05,1.0001108667031204,-0.0003731640073439352
2024-11-29 00:58:00,1.05506,1.05506,1.05505,1.05506,0.0,1.055148,1.055309,1.0552949999999999,1.0551413809341734,1.0552252320076403,-0.00039999999999995595,0.0001453963334601927,-0.0003789816762359566,0.0,1.05506,0.00027494145643158774,1.06455,-1,-1.06455,-0.0,1.0001108667031204,-0.0003731640073439352
2024-11-29 00:59:00,1.05505,1.05505,1.055,1.05504,-1.8956267890057887e-05,1.055064,1.0552650000000001,1.0552839999999999,1.055107587289449,1.0551915534607965,-0.00042000000000008697,0.00014315559792460925,-0.00039793076004779326,-1.8956267890057887e-05,1.05506,0.00025597997667770045,1.06455,-1,-1.06455,2.0179894982361124e-05,1.0001310488353812,-0.00035299164277210294
2024-11-29 01:00:00,1.05503,1.05549,1.05492,1.05548,0.00041704579921142404,1.055138,1.055264,1.0553005,1.0552317248596328,1.0552439982861062,0.00036999999999998145,0.00019558361436415692,0.0003506743372729826,0.00041704579921142404,1.05504,0.0006731325312629988,1.06455,-1,-1.06455,-0.0004439661055505215,0.9996870245485896,-0.0007968010319976662
2024-11-29 01:01:00,1.05548,1.05552,1.05535,1.0555,1.894872475105558e-05,1.055228,1.055268,1.0553139999999999,1.055321149906422,1.0552905440522686,0.00045000000000006146,0.00018597860637089853,0.0004265200701389915,1.894872475105558e-05,1.05548,0.0006920940110171081,1.06455,-1,-1.06455,-2.017186493373622e-05,0.9996668589969544,-0.0008169568239686015
2024-11-29 01:02:00,1.0555,1.05554,1.0555,1.05554,3.7896731406750206e-05,1.0553240000000002,1.0552759999999999,1.055329,1.0553940999376148,1.0553358996791289,0.0004799999999998139,0.00018349971838308558,0.0004549504293593909,3.7896731406750206e-05,1.0555,0.0007300169705246606,1.06455,-1,-1.06455,-4.034296541905594e-05,0.9996265294714313,-0.0008572668309267995
2024-11-29 01:03:00,1.05552,1.05555,1.0555,1.05555,9.473823824768246e-06,1.055422,1.055285,1.0553435,1.0554460666250765,1.0553748270101964,0.0004899999999998794,0.00018237077595364387,0.00046442856330441984,9.473823824768246e-06,1.05554,0.0007394977104016043,1.06455,1,1.06455,1.0085359152657038e-05,0.9996366110639996,-0.0008471901176179427
2024-11-29 01:04:00,1.05555,1.05557,1.05554,1.05557,1.8947468144459023e-05,1.055528,1.055296,1.055374,1.055487377750051,1.0554103130083423,0.0005299999999999194,0.0001772763350712103,0.0005023506217773921,1.8947468144459023e-05,1.05555,0.0007584591901552695,1.06455,1,1.06455,2.0170527213183854e-05,0.9996567742614663,-0.0008270366786761706
2024-11-29 01:05:00,1.05547,1.05547,1.05543,1.05543,-0.00013262976401362536,1.055518,1.055328,1.055369,1.0554682518333676,1.055413892461371,-4.999999999988347e-05,6.961677160621916e-05,-4.7371811876972814e-05,-0.00013262976401362536,1.05557,0.0006257288318782805,1.06455,1,1.06455,-0.00014119101528070488,0.9995156317065761,-0.0009681109238085003
2024-11-29 01:06:00,1.05544,1.05544,1.0553,1.05537,-5.684886728651861e-05,1.0554919999999999,1.0553599999999999,1.0553675,1.0554355012222452,1.0554059120138488,-0.00013000000000018552,7.013141785869502e-05,-0.0001231643770726043,-5.684886728651861e-05,1.05543,0.0005688443926163966,1.06455,1,1.06455,-6.0518461669863396e-05,0.9994551425581302,-0.0010285707968945843
2024-11-29 01:07:00,1.05538,1.05538,1.05537,1.05537,0.0,1.055458,1.055391,1.0553700000000001,1.055413667481497,1.0553993825567853,-0.00017000000000000348,6.341000431822139e-05,-0.0001610550050211712,0.0,1.05537,0.0005688443926163966,1.06455,1,1.06455,0.0,0.9994551425581302,-0.0010285707968945843
2024-11-29 01:08:00,1.05538,1.05543,1.05537,1.05542,4.737674938648517e-05,1.055432,1.055427,1.055368,1.055415778320998,1.0554031311828243,-0.00012999999999996348,7.140134630981802e-05,-0.00012315854293964978,4.737674938648517e-05,1.05537,0.0006162480920011149,1.06455,1,1.06455,5.04349185593828e-05,0.9995055499968487,-0.000978187754219715
2024-11-29 01:09:00,1.05542,1.05542,1.05542,1.05542,0.0,1.0554020000000002,1.0554649999999999,1.0553649999999999,1.0554171855473322,1.0554061982404925,-0.00014999999999987246,6.897176130094717e-05,-0.00014210331858599545,0.0,1.05542,0.0006162480920011149,1.06455,1,1.06455,0.0,0.9995055499968487,-0.000978187754219715
2024-11-29 01:10:00,1.05543,1.05558,1.05542,1.05558,0.00015159841579648337,1.0554320000000001,1.055475,1.0553694999999998,1.0554714570315549,1.0554377985604029,0.00014999999999987246,7.813202425293263e-05,0.0001421221682156304,0.00015159841579648337,1.05542,0.0007679399300319911,1.06455,1,1.06455,0.00016138409353614637,0.9996668542940194,-0.0008169615246275303
2024-11-29 01:11:00,1.05558,1.05564,1.05558,1.05564,5.6840788950074383e-05,1.055486,1.0554890000000001,1.0553785,1.0555276380210366,1.0554745624585113,0.00026999999999999247,6.198618972218803e-05,0.0002558344466869755,5.6840788950074383e-05,1.05558,0.000824824369293653,1.06455,1,1.06455,6.050986187680169e-05,0.9997273439972956,-0.0007565010969796785
2024-11-29 01:12:00,1.05565,1.05568,1.05562,1.05563,-9.472926376319357e-06,1.0555379999999999,1.0554979999999998,1.055387,1.0555617586806911,1.055502823829691,0.000260000000000149,6.40512884573007e-05,0.0002463590968098117,-9.472926376319357e-06,1.05564,0.0008153436294167093,1.06455,1,1.06455,-1.0084403773910773e-05,0.9997172623430949,-0.0007665778718910725
2024-11-29 01:13:00,1.05563,1.05564,1.05563,1.05564,9.473016113537014e-06,1.055582,1.055507,1.055396,1.0555878391204607,1.0555277649515653,0.00021999999999988695,6.652638843329399e-05,0.00020844782172013687,9.473016113537014e-06,1.05563,0.000824824369293653,1.06455,1,1.06455,1.0084499303665828e-05,0.9997273439911308,-0.0007565011031414303
2024-11-29 01:14:00,1.05564,1.05573,1.05564,1.0557,5.683755825858228e-05,1.055638,1.05552,1.055408,1.0556252260803072,1.055559080414917,0.000280000000000058,6.234696391466967e-05,0.0002652972276440124,5.683755825858228e-05,1.05564,0.0008817088085553149,1.06455,1,1.06455,6.050642264417377e-05,0.9997878339163353,-0.0006960404536727332
2024-11-29 01:15:00,1.05571,1.0558,1.05565,1.0558,9.472387989006847e-05,1.0556819999999998,1.0555569999999999,1.0554425,1.0556834840535383,1.0556028839758411,0.000220000000000109,4.161479897402341e-05,0.00020841622615064281,9.472387989006847e-05,1.0557,0.0009765162073247513,1.06455,1,1.06455,0.0001008383063369724,0.9998886508282038,-0.0005952723348762115
2024-11-29 01:16:00,1.05588,1.05603,1.05588,1.056,0.00018942981625302835,1.0557539999999999,1.05562,1.05549,1.0557889893690255,1.0556750868893245,0.000360000000000138,7.907469846412651e-05,0.00034102534955104957,0.00018942981625302835,1.0558,0.0011661310048634022,1.06455,1,1.06455,0.00020165751089216134,1.000090285884699,-0.00039373486512156593
2024-11-29 01:17:00,1.056,1.05605,1.056,1.05605,4.7348484848441785e-05,1.055838,1.055688,1.0555394999999999,1.0558759929126837,1.0557432529094473,0.0004199999999998649,6.849707315208306e-05,0.0003978666767709971,4.7348484848441785e-05,1.056,0.0012135347042481204,1.06455,1,1.06455,5.040482954540871e-05,1.0001406952650889,-0.00034334988171504175
2024-11-29 01:18:00,1.05604,1.0562,1.056,1.0562,0.0001420387292270231,1.05595,1.055766,1.0555965,1.0559839952751227,1.0558262978350021,0.000560000000000116,5.967284220841265e-05,0.0005304838770794351,0.0001420387292270231,1.05605,0.001355745802402497,1.06455,1,1.06455,0.00015120732919862744,1.000291923868443,-0.00019219446953486495
2024-11-29 01:19:00,1.05619,1.05619,1.05604,1.05605,-0.00014201855709150557,1.05602,1.055829,1.055647,1.056005996850082,1.0558669709559108,0.00034999999999985043,0.00012792674149559978,0.00033153357961523966,-0.00014201855709150557,1.0562,0.0012135347042483424,1.06455,1,1.06455,-0.00015118585495176227,1.0001406938787314,-0.00034335126740154984
2024-11-29 01:20:00,1.05605,1.0562,1.05604,1.05619,0.0001325694806117994,1.056098,1.05589,1.0556825,1.056067331233388,1.0559257035093814,0.00038999999999989043,0.0001311086720868173,0.00036938814169329426,0.0001325694806117994,1.05605,0.0013462650625255534,1.06455,1,1.06455,0.00014112684058529106,1.0002818405749994,-0.00020227288289575564
2024-11-29 01:21:00,1.05619,1.05619,1.05609,1.05611,-7.574394758502745e-05,1.05612,1.0559370000000001,1.0557130000000001,1.056081554155592,1.0559592119622212,0.0001100000000000545,0.0001262207165199825,0.00010416666666679397,-7.574394758502745e-05,1.05619,0.0012704191435102263,1.06455,1,1.06455,-8.063321940164098e-05,1.0002011846298848,-0.00028288979238361714
2024-11-29 01:22:00,1.0561,1.0561,1.05609,1.05609,-1.8937421291442824e-05,1.056128,1.055983,1.0557405000000002,1.0560843694370612,1.0559829916054535,4.0000000000040004e-05,0.00012622133562931181,3.7876994460450675e-05,-1.8937421291442824e-05,1.05611,0.001251457663756339,1.06455,1,1.06455,-2.015983183580546e-05,1.0001810207422008,-0.0003030439212086676
2024-11-29 01:23:00,1.05609,1.05611,1.05604,1.05604,-4.734444981002728e-05,1.056096,1.0560230000000002,1.055765,1.0560695796247075,1.0559933567680984,-0.00015999999999993797,0.00010184826633730715,-0.00015148646089746531,-4.734444981002728e-05,1.05609,0.0012040539643718429,1.06455,1,1.06455,-5.0400534045264546e-05,1.0001306110846135,-0.00035342918167841075
2024-11-29 01:24:00,1.05605,1.05608,1.05599,1.056,-3.787735313065532e-05,1.056086,1.056053,1.0557865000000002,1.0560463864164717,1.055994564628444,-4.999999999988347e-05,8.200386249133189e-05,-4.734624307545232e-05,-3.787735313065532e-05,1.05604,0.0011661310048640683,1.06455,1,1.06455,-4.0322336275239125e-05,1.0000902834817942,-0.00039373726686337923
2024-11-29 01:25:00,1.056,1.05601,1.05597,1.05601,9.469696969466312e-06,1.0560500000000002,1.0560740000000002,1.0558155,1.0560342576109811,1.055997371059636,-0.000180000000000069,3.182814642691943e-05,-0.0001704238820667836,9.469696969466312e-06,1.056,0.0011756117447407899,1.06455,1,1.06455,1.0080965908845364e-05,1.0001003653578477,-0.00038366027020648747
2024-11-29 01:26:00,1.056,1.056,1.05594,1.05598,-2.8408821886150015e-05,1.056024,1.056072,1.055846,1.0560161717406542,1.0559942126851567,-0.00013000000000018552,2.1799726731018224e-05,-0.00012309323839387876,-2.8408821886150015e-05,1.05601,0.001147169525109959,1.06455,1,1.06455,-3.0242611338901e-05,1.0000701197111983,-0.0004138912786569807
2024-11-29 01:27:00,1.05598,1.05598,1.05595,1.05595,-2.840962897021626e-05,1.055996,1.056062,1.055875,1.0559941144937697,1.0559861740151282,-0.000140000000000029,2.1593075512542242e-05,-0.00013256445946840945,-2.840962897021626e-05,1.05598,0.001118727305479128,1.06455,1,1.06455,-3.0243470520243724e-05,1.0000398741200147,-0.0004441222316684639
2024-11-29 01:28:00,1.05595,1.05596,1.05593,1.05595,0.0,1.055978,1.056037,1.0559014999999998,1.055979409662513,1.0559795969214685,-9.000000000014552e-05,2.0529487064882502e-05,-8.522404454391896e-05,0.0,1.05595,0.001118727305479128,1.06455,1,1.06455,0.0,1.0000398741200147,-0.0004441222316684639
2024-11-29 01:29:00,1.05595,1.05595,1.05591,1.05592,-2.8410436100134717e-05,1.0559619999999998,1.056024,1.0559265,1.0559596064416754,1.055968761117565,-8.000000000008001e-05,1.846012761182475e-05,-7.575757575761788e-05,-2.8410436100134717e-05,1.05595,0.001090285085848297,1.06455,1,1.06455,-3.0244329750398415e-05,1.0000096285842983,-0.0004743531292396056
2024-11-29 01:30:00,1.05592,1.05594,1.05587,1.05589,-2.8411243276016407e-05,1.0559379999999998,1.0559939999999999,1.0559420000000002,1.0559364042944503,1.0559544409143713,-0.00011999999999989797,1.2705352840638759e-05,-0.00011363528754448904,-2.8411243276016407e-05,1.05592,0.0010618428662174662,1.06455,-1,-1.06455,3.024518902948327e-05,1.0000398740645462,-0.0004441222871101371
2024-11-29 01:31:00,1.05589,1.05595,1.05584,1.0559,9.470683499213095e-06,1.055922,1.055973,1.055955,1.0559242695296336,1.0559445425663037,-7.999999999985796e-05,1.846089131522521e-05,-7.575901058720635e-05,9.470683499213095e-06,1.05589,0.0010713236060944098,1.06455,-1,-1.06455,-1.0082016119087301e-05,1.0000297916464163,-0.0004541998255810601
2024-11-29 01:32:00,1.0559,1.05595,1.05589,1.05595,4.7352969031022596e-05,1.055922,1.055959,1.055971,1.0559328463530893,1.0559455348269755,0.0,3.140998704673977e-05,0.0,4.7352969031022596e-05,1.0559,0.001118727305478906,1.06455,-1,-1.06455,-5.040960318197511e-05,0.9999793805414493,-0.0005045865327299653
2024-11-29 01:33:00,1.05595,1.05595,1.05588,1.0559,-4.735072683359487e-05,1.055912,1.055945,1.055984,1.0559218975687261,1.0559372557675253,-4.999999999988347e-05,3.7881590458140896e-05,-4.735072683359487e-05,-4.735072683359487e-05,1.05595,0.0010713236060941878,1.06455,-1,-1.06455,5.040721625070342e-05,1.0000297867183303,-0.00045420475128191894
2024-11-29 01:34:00,1.05589,1.05591,1.05589,1.05589,-9.470593806293337e-06,1.0559059999999998,1.0559340000000002,1.0559935,1.0559112650458173,1.0559286638097933,-2.999999999997449e-05,3.64333861175915e-05,-2.8411243276016407e-05,-9.470593806293337e-06,1.0559,0.001061842866217244,1.06455,-1,-1.06455,1.0081920636489573e-05,1.0000398689392742,-0.00044412740990160766
2024-11-29 01:35:00,1.0559,1.0559,1.0556,1.05561,-0.00026517913797841075,1.05585,1.0558939999999999,1.055984,1.0558108433638782,1.0558707249352854,-0.000280000000000058,0.0001234098947838752,-0.00026517913797841075,-0.00026517913797841075,1.05589,0.0007963821496628221,1.06455,-1,-1.06455,0.0002822964513349172,1.0003221766454693,-0.00016195633415835506
2024-11-29 01:36:00,1.0556,1.05585,1.0556,1.05575,0.0001326247383028889,1.0558200000000002,1.055871,1.0559714999999998,1.0557905622425854,1.0558487749470515,-0.0001500000000000945,0.00014870212776484733,-0.00014205890709351188,0.0001326247383028889,1.05561,0.000929112507939811,1.06455,-1,-1.06455,-0.0001411856651603404,1.000180945493585,-0.00030311913340584716
